0x80000590:sh    t3,0xffe(t0)   mem[0x8000086c]=0x0000aabb
0x80000594:sw     t4,0xffc(t0)        mem[0x8000086a]=0x000000aa
0x80000598:addi   t0,t0,0x001         t0=0x8000086e+0x00000001=0x8000086f
0x8000059c:bne    t0,t1,0xfee       (0x8000086f!=0x80000870)=1->pc=0x80000578
0x80000578:lb    t2,0x002(t0)   t2=mem[0x80000871]=0xffffffcc
0x8000057c:lh    t3,0x003(t0)   t3=mem[0x80000872]=0xffffaabb
0x80000580:lw     t3,0x004(t0)        t3=mem[0x80000873]=0x000000aa
0x80000584:lbu    t4,0x005(t0)   t4=mem[0x80000874]=0x00000000
0x80000588:lhu    t5,0x006(t0)   t5=mem[0x80000875]=0x00000000
0x8000058c:sb    t2,0xfff(t0)   mem[0x8000086e]=0xffffffcc
0x80000590:sh    t3,0xffe(t0)   mem[0x8000086d]=0x000000aa
0x80000594:sw     t4,0xffc(t0)        mem[0x8000086b]=0x00000000
0x80000598:addi   t0,t0,0x001         t0=0x8000086f+0x00000001=0x80000870
0x8000059c:bne    t0,t1,0xfee       (0x80000870!=0x80000870)=0->pc=0x800005a0
0x800005a0:jalr   zero,ra,0x000       pc=0x800006d0+0x00000000,zero=0x800005a4
0x800006d0:jal    ra,0xfff6a    pc=0x800005a4,ra=0x800006d4
0x800005a4:mul    t0,sp,s11            t0=0x80007ff0*0x00000003=0x80017fd0
0x800005a8:mul    t1,a2,a6            t1=0xa2a2a2a2*0xa6a6a6a6=0x6bf6810c
0x800005ac:mul    t2,s2,a3            t2=0x66666666*0xa3a3a3a3=0x8b5824f2
0x800005b0:mul    t3,a5,tp            t3=0xa5a5a5a5*0x10101010=0x5f04aa50
0x800005b4:mul    t4,ra,sp            t4=0x800006d4*0x80007ff0=0x036992c0
0x800005b8:mul    t5,zero,gp            t5=0x00000000*0x800006e4=0x00000000
0x800005bc:mul    t6,t6,s2            t6=0x0000aabb*0x66666666=0xcccc8882
0x800005c0:bgeu    t4,t2,0x000   (0x036992c0>=0x8b5824f2)=0->pc=0x800005c4
0x800005c4:mulh   t0,ra,s11  t0=0x800006d4*0x00000003=0xfffffffe
0x800005c8:mulh   t1,sp,s6  t1=0x80007ff0*0xaaaaaaaa=0x2aaa8005
0x800005cc:mulh   t2,s1,a3  t2=0x55555555*0xa3a3a3a3=0xe1368be1
0x800005d0:mulh   t3,a6,s9  t3=0xa6a6a6a6*0xdddddddd=0x0be9c7a5
0x800005d4:mulh   t4,gp,ra  t4=0x800006e4*0x800006d4=0x3ffff924
0x800005d8:mulh   t5,t1,tp  t5=0x2aaa8005*0x10101010=0x02ad5555
0x800005dc:mulh   t6,t3,s2  t6=0x0be9c7a5*0x66666666=0x04c3e975
0x800005e0:blt    t0,t2,0x000         (0xfffffffe<0xe1368be1)=0->pc=0x800005e4
0x800005e4:mulhsu   t0,sp,ra  t0=0x80007ff0*0x800006d4=0xc0003c8e
0x800005e8:mulhsu   t1,ra,s1  t1=0x800006d4*0x55555555=0xd555579c
0x800005ec:mulhsu   t2,s7,a5  t2=0xbbbbbbbb*0xa5a5a5a5=0xd3d3d3d3
0x800005f0:mulhsu   t3,a0,s10  t3=0xa0a0a0a0*0xffffffff=0xa0a0a0a0
0x800005f4:mulhsu   t4,gp,tp  t4=0x800006e4*0x10101010=0xf7f7f866
0x800005f8:mulhsu   t5,a2,s8  t5=0xa2a2a2a2*0xcccccccc=0xb54ee881
0x800005fc:mulhsu   t6,a6,s7  t6=0xa6a6a6a6*0xbbbbbbbb=0xbe7a35f1
0x80000600:bltu    t1,t2,0x000   (0xd555579c<0xd3d3d3d3)=0->pc=0x80000604
0x80000604:mulhu   t0,sp,s1  t0=0x80007ff0*0x55555555=0x2aaad54f
0x80000608:mulhu   t1,ra,s2  t1=0x800006d4*0x66666666=0x333335ee
0x8000060c:mulhu   t2,gp,a3  t2=0x800006e4*0xa3a3a3a3=0x51d1d639
0x80000610:mulhu   t3,s0,s4  t3=0x44444444*0x88888888=0x2468acf0
0x80000614:mulhu   t4,tp,a5  t4=0x10101010*0xa5a5a5a5=0x0a64bf19
0x80000618:mulhu   t5,s3,t6  t5=0x77777777*0xbe7a35f1=0x58e3b2c5
0x8000061c:mulhu   t6,zero,s7  t6=0x00000000*0xbbbbbbbb=0x00000000
0x80000620:beq    t0,t6,0x000   (0x2aaad54f==0x00000000)=0->pc=0x80000624
0x80000624:div   t0,ra,zero  t0=0x800006d4/0x00000000=0xffffffff
0x80000628:div   t1,zero,ra  t1=0x00000000/0x800006d4=0x00000000
0x8000062c:div   t2,a1,a7  t2=0xa1a1a1a1/0xa7a7a7a7=0x00000001
0x80000630:div   t3,a6,a2  t3=0xa6a6a6a6/0xa2a2a2a2=0x00000000
0x80000634:div   t4,ra,gp  t4=0x800006d4/0x800006e4=0x00000001
0x80000638:div   t5,gp,ra  t5=0x800006e4/0x800006d4=0x00000000
0x8000063c:div   t6,gp,gp  t6=0x800006e4/0x800006e4=0x00000001
0x80000640:sub   t6,zero,t6  t6=0x00000000-0x00000001=0xffffffff
0x80000644:bne    t0,t6,0x000       (0xffffffff!=0xffffffff)=0->pc=0x80000648
0x80000648:divu   t0,a0,zero  t0=0xa0a0a0a0/0x00000000=0xffffffff
0x8000064c:divu   t1,zero,sp  t1=0x00000000/0x80007ff0=0x00000000
0x80000650:divu   t2,a2,a6  t2=0xa2a2a2a2/0xa6a6a6a6=0x00000000
0x80000654:divu   t3,ra,gp  t3=0x800006d4/0x800006e4=0x00000000
0x80000658:divu   t4,a5,s2  t4=0xa5a5a5a5/0x66666666=0x00000001
0x8000065c:divu   t5,gp,ra  t5=0x800006e4/0x800006d4=0x00000001
0x80000660:divu   t6,gp,gp  t6=0x800006e4/0x800006e4=0x00000001
0x80000664:sub   t6,zero,t6  t6=0x00000000-0x00000001=0xffffffff
0x80000668:bne    t0,t6,0x000       (0xffffffff!=0xffffffff)=0->pc=0x8000066c
0x8000066c:rem   t0,ra,zero  t0=0x800006d4%0x00000000=0x800006d4
0x80000670:rem   t1,zero,ra  t1=0x00000000%0x800006d4=0x00000000
0x80000674:rem   t2,a1,a7  t2=0xa1a1a1a1%0xa7a7a7a7=0xf9f9f9fa
0x80000678:rem   t3,a6,a2  t3=0xa6a6a6a6%0xa2a2a2a2=0xa6a6a6a6
0x8000067c:rem   t4,ra,gp  t4=0x800006d4%0x800006e4=0xfffffff0
0x80000680:rem   t5,gp,ra  t5=0x800006e4%0x800006d4=0x800006e4
0x80000684:rem   t6,gp,gp  t6=0x800006e4%0x800006e4=0x00000000
0x80000688:addi   t5,t5,0xff0         t5=0x800006e4+0xfffffff0=0x800006d4
0x8000068c:bne    t0,t5,0x000       (0x800006d4!=0x800006d4)=0->pc=0x80000690
0x80000690:remu   t0,a1,zero  t0=0xa1a1a1a1%0x00000000=0xa1a1a1a1
0x80000694:remu   t1,zero,sp  t1=0x00000000%0x80007ff0=0x00000000
0x80000698:remu   t2,a3,s6  t2=0xa3a3a3a3%0xaaaaaaaa=0xa3a3a3a3
0x8000069c:remu   t3,ra,tp  t3=0x800006d4%0x10101010=0x0f8f9664
0x800006a0:remu   t4,a7,s11  t4=0xa7a7a7a7%0x00000003=0x00000002
0x800006a4:remu   t5,tp,ra  t5=0x10101010%0x800006d4=0x10101010
0x800006a8:remu   t6,ra,ra  t6=0x800006d4%0x800006d4=0x00000000
0x800006ac:bne    t0,a1,0x000       (0xa1a1a1a1!=0xa1a1a1a1)=0->pc=0x800006b0
0x800006b0:jalr   zero,ra,0x000       pc=0x800006d4+0x00000000,zero=0x800006b4
0x800006d4:lw     ra,0x000(sp)        ra=mem[0x80007ff0]=0x800000b0
0x800006d8:addi   sp,sp,0x010         sp=0x80007ff0+0x00000010=0x80008000
0x800006dc:addi   a0,zero,0x000         a0=0x00000000+0x00000000=0x00000000
0x800006e0:jalr   zero,ra,0x000       pc=0x800000b0+0x00000000,zero=0x800006e4
0x800000b0:jal    zero,0xfffd8    pc=0x80000060,zero=0x800000b4
0x80000060:addi   sp,sp,0xff0         sp=0x80008000+0xfffffff0=0x80007ff0
0x80000064:sw     a0,0x004(sp)        mem[0x80007ff4]=0x00000000
0x80000068:addi   a0,zero,0x020         a0=0x00000000+0x00000020=0x00000020
0x8000006c:lui    a1,0x00020          a1=0x00020000
0x80000070:addi   a1,a1,0x026         a1=0x00020000+0x00000026=0x00020026
0x80000074:sw     a1,0x000(sp)        mem[0x80007ff0]=0x00020026
0x80000078:add    a1,zero,sp          a1=0x00000000+0x80007ff0=0x80007ff0
0x8000007c:jal    ra,0x0000a    pc=0x80000090,ra=0x80000080
0x80000090:slli   zero,zero,31        zero=0x00000000<<31=0x00000000
0x80000094:ebreak
